dataset,pair_id,set,gen_id,gt_x,gt_y,gt_theta,gt_scale,gt_found,pred_x,pred_y,pred_theta,pred_scale,pred_found,pred_score,loc_err_px,scale_err,theta_err_deg,gt_in_top5,runtime_ms
ds1_generic,pair_144,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.4404,0.0,0.0,0.0,False,530.14
ds1_generic,pair_145,Set C,generic,0.0,0.0,0.0,0.0,0,470.2,313.2,1.0,9.25,1,0.8912,999.0,999.0,999.0,False,490.91
ds1_generic,pair_146,Set C,generic,0.0,0.0,0.0,0.0,0,903.3,291.3,-1.5,9.75,1,0.929,999.0,999.0,999.0,False,476.44
ds1_generic,pair_147,Set C,generic,0.0,0.0,0.0,0.0,0,72.3,638.3,-1.0,9.75,1,0.7644,999.0,999.0,999.0,False,454.8
ds1_generic,pair_148,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.435,0.0,0.0,0.0,False,478.01
ds1_generic,pair_149,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2425,0.0,0.0,0.0,False,519.65
ds1_generic,pair_150,Set C,generic,0.0,0.0,0.0,0.0,0,788.8,457.8,0.0,10.0,1,0.5406,999.0,999.0,999.0,False,578.43
ds1_generic,pair_151,Set C,generic,0.0,0.0,0.0,0.0,0,692.7,500.7,2.5,8.0,1,0.6417,999.0,999.0,999.0,False,444.87
ds1_generic,pair_152,Set C,generic,0.0,0.0,0.0,0.0,0,842.2,558.7,-1.0,9.25,1,0.6814,999.0,999.0,999.0,False,483.45
ds1_generic,pair_153,Set C,generic,0.0,0.0,0.0,0.0,0,331.65,898.3,-1.5,12.0,1,0.7852,999.0,999.0,999.0,False,498.58
ds1_generic,pair_154,Set C,generic,0.0,0.0,0.0,0.0,0,728.3,417.3,0.0,8.0,1,0.743,999.0,999.0,999.0,False,496.02
ds1_generic,pair_155,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2535,0.0,0.0,0.0,False,497.98
ds1_generic,pair_156,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.3694,0.0,0.0,0.0,False,446.3
ds1_generic,pair_157,Set C,generic,0.0,0.0,0.0,0.0,0,58.3,841.3,-1.0,9.0,1,0.8959,999.0,999.0,999.0,False,479.14
ds1_generic,pair_158,Set C,generic,0.0,0.0,0.0,0.0,0,871.7,719.84,-1.0,9.75,1,0.7054,999.0,999.0,999.0,False,499.76
ds1_generic,pair_159,Set C,generic,0.0,0.0,0.0,0.0,0,899.96,717.3,0.0,9.75,1,0.7029,999.0,999.0,999.0,False,483.41
ds1_generic,pair_160,Set C,generic,0.0,0.0,0.0,0.0,0,878.3,356.7,-1.0,10.75,1,0.7618,999.0,999.0,999.0,False,495.69
ds1_generic,pair_161,Set C,generic,0.0,0.0,0.0,0.0,0,679.73,255.2,-1.5,10.0,1,0.7717,999.0,999.0,999.0,False,535.97
ds1_generic,pair_162,Set C,generic,0.0,0.0,0.0,0.0,0,732.2,128.54,-1.0,10.25,1,0.9671,999.0,999.0,999.0,False,568.67
ds1_generic,pair_163,Set C,generic,0.0,0.0,0.0,0.0,0,321.2,483.8,1.5,10.0,1,0.6324,999.0,999.0,999.0,False,492.62
ds1_generic,pair_164,Set C,generic,0.0,0.0,0.0,0.0,0,882.3,730.7,0.0,8.25,1,0.6516,999.0,999.0,999.0,False,523.01
ds1_generic,pair_165,Set C,generic,0.0,0.0,0.0,0.0,0,305.95,209.2,1.5,10.25,1,0.7361,999.0,999.0,999.0,False,538.88
ds1_generic,pair_166,Set C,generic,0.0,0.0,0.0,0.0,0,172.8,829.2,0.0,10.0,1,0.9505,999.0,999.0,999.0,False,519.64
ds1_generic,pair_167,Set C,generic,0.0,0.0,0.0,0.0,0,594.7,589.78,1.0,9.75,1,0.9166,999.0,999.0,999.0,False,557.62
ds1_generic,pair_168,Set C,generic,0.0,0.0,0.0,0.0,0,723.75,805.18,0.0,9.75,1,0.9192,999.0,999.0,999.0,False,545.99
ds1_generic,pair_169,Set C,generic,0.0,0.0,0.0,0.0,0,784.7,919.3,-3.5,9.75,1,0.8417,999.0,999.0,999.0,False,528.55
ds1_generic,pair_170,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.3916,0.0,0.0,0.0,False,467.32
ds1_generic,pair_171,Set C,generic,0.0,0.0,0.0,0.0,0,732.3,320.48,-1.0,9.75,1,0.8633,999.0,999.0,999.0,False,496.82
ds1_generic,pair_172,Set C,generic,0.0,0.0,0.0,0.0,0,162.7,221.3,0.0,9.75,1,0.9305,999.0,999.0,999.0,False,416.54
ds1_generic,pair_173,Set C,generic,0.0,0.0,0.0,0.0,0,814.8,476.17,0.0,10.0,1,0.9532,999.0,999.0,999.0,False,532.4
ds1_generic,pair_174,Set C,generic,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2868,0.0,0.0,0.0,False,500.1
ds1_generic,pair_175,Set C,generic,0.0,0.0,0.0,0.0,0,366.8,120.2,1.5,10.0,1,0.8486,999.0,999.0,999.0,False,474.5
ds1_generic,pair_176,Set C,generic,0.0,0.0,0.0,0.0,0,205.2,618.55,0.0,10.0,1,0.8182,999.0,999.0,999.0,False,518.16
ds1_generic,pair_177,Set C,generic,0.0,0.0,0.0,0.0,0,679.3,425.7,0.0,9.75,1,0.8468,999.0,999.0,999.0,False,533.61
ds1_generic,pair_178,Set C,generic,0.0,0.0,0.0,0.0,0,744.78,736.8,1.0,10.0,1,0.9622,999.0,999.0,999.0,False,572.66
ds1_generic,pair_179,Set C,generic,0.0,0.0,0.0,0.0,0,763.7,411.3,-1.0,9.0,1,0.6094,999.0,999.0,999.0,False,563.6
ds1_generic,pair_180,Set C,generic,0.0,0.0,0.0,0.0,0,42.7,299.3,-4.0,11.75,1,0.8438,999.0,999.0,999.0,False,452.48
ds1_generic,pair_181,Set D,generic,604.09,533.69,3.929,9.001,1,591.8,529.8,5.0,10.0,1,0.9178,12.89,1.0,1.07,True,543.03
ds1_generic,pair_182,Set D,generic,373.09,520.41,1.558,8.404,1,372.7,521.3,1.5,8.25,1,0.9429,0.97,0.15,0.06,True,596.28
ds1_generic,pair_183,Set D,generic,418.77,379.87,4.12,11.734,1,0.0,0.0,0.0,0.0,0,0.4322,999.0,999.0,999.0,False,455.18
ds1_generic,pair_184,Set D,generic,252.08,733.91,-3.017,8.932,1,210.2,737.2,-1.5,10.0,1,0.9523,42.01,1.07,1.52,False,583.09
ds1_generic,pair_185,Set D,generic,536.65,500.22,1.723,11.026,1,540.2,480.45,1.0,10.0,1,0.7091,20.09,1.03,0.72,True,458.19
ds1_generic,pair_186,Set D,generic,602.43,406.71,3.167,8.792,1,596.2,413.8,3.5,10.25,1,0.9622,9.44,1.46,0.33,True,524.51
ds1_generic,pair_187,Set D,generic,738.34,372.13,3.219,11.285,1,750.07,376.7,-5.0,10.75,1,0.5463,12.59,0.54,8.22,True,415.89
ds1_generic,pair_188,Set D,generic,497.83,566.43,-2.528,8.993,1,542.2,566.8,3.5,8.75,1,0.9126,44.37,0.24,6.03,False,549.7
ds1_generic,pair_189,Set D,generic,337.37,488.01,3.788,11.388,1,335.7,487.7,2.5,11.25,1,0.6406,1.7,0.14,1.29,True,433.55
ds1_generic,pair_190,Set D,generic,393.57,645.53,3.698,11.33,1,399.3,625.68,2.5,9.75,1,0.891,20.66,1.58,1.2,False,479.01
ds1_generic,pair_191,Set D,generic,724.81,667.89,0.807,9.134,1,772.8,667.2,-1.0,10.0,1,0.8731,47.99,0.87,1.81,False,608.38
ds1_generic,pair_192,Set D,generic,566.63,378.37,-1.598,9.793,1,567.3,377.72,-1.5,9.75,1,0.9971,0.93,0.04,0.1,True,576.59
ds1_generic,pair_193,Set D,generic,295.77,364.03,-2.688,10.008,1,296.35,363.2,-2.5,10.0,1,0.9979,1.01,0.01,0.19,True,551.98
ds1_generic,pair_194,Set D,generic,579.11,679.91,-1.963,9.041,1,596.8,624.8,-1.0,10.25,1,0.8143,57.88,1.21,0.96,False,585.38
ds1_generic,pair_195,Set D,generic,293.82,622.08,-0.646,9.179,1,605.0,560.3,2.5,8.25,1,0.8321,317.25,0.93,3.15,True,649.45
ds1_generic,pair_196,Set D,generic,451.9,674.8,-3.884,11.168,1,59.7,213.7,-1.0,8.25,1,0.9629,605.34,2.92,2.88,False,483.37
ds1_generic,pair_197,Set D,generic,469.3,434.74,-3.799,11.201,1,0.0,0.0,0.0,0.0,0,0.2582,999.0,999.0,999.0,True,485.65
ds1_generic,pair_198,Set D,generic,389.57,583.11,-4.078,11.747,1,383.2,589.21,-4.0,10.0,1,0.8284,8.82,1.75,0.08,True,446.03
ds1_generic,pair_199,Set D,generic,607.6,449.86,-1.376,9.495,1,596.8,449.8,1.0,10.0,1,0.9744,10.8,0.51,2.38,True,611.47
ds1_generic,pair_200,Set D,generic,673.33,295.74,-3.681,10.062,1,672.2,296.8,-3.5,10.25,1,0.995,1.55,0.19,0.18,True,517.81
